model,protocol,degree,task,variable,scope,n,n_geometries,n_unique_x,x_min,x_max,x_mean,x_sd,y_mean,y_median,y_sd,status,intercept,slope,slope_se_cluster,slope_ci95_low,slope_ci95_high,p_cluster,standardized_slope,r2,pearson_r,pearson_p,spearman_rho,spearman_p
GAOT,A,2,A-k2,rho_H,ood,800,200,4,0.0,0.5,0.23611111380159855,0.19406911061920515,0.8642446105182168,0.7584701180458066,0.24044143385560046,ok,1.0463073156510247,-0.7710890953053282,0.03273282388188972,-0.8356368015709835,-0.7065413890396729,1.8150795158173336e-59,-0.6223743243185912,0.3873497995710222,-0.6223743243185906,5.671733908086148e-87,-0.8999416370919823,6.53023126103005e-290
GAOT,A,2,A-k2,log_lambda1_positive,all,1600,400,400,2.2572324471287004,2.4820940566972225,2.402940436605092,0.03782836822457726,0.8597194183245298,0.755379527807235,0.24320035837194195,ok,0.13254167747118606,0.3026199608512874,0.09758714700740068,0.11077072481840172,0.49446919688417307,0.0020654842323445995,0.04707073372680674,0.0022156539735912473,0.0470707337269267,0.059781552778192415,0.039878300377340366,0.11081969759944364
GAOT,A,2,A-k2,log_lambda1_positive,iid,800,200,200,2.2572324471287004,2.4820940566972225,2.409096014356256,0.0401798062193372,0.8551942261308428,0.7510429620742791,0.24599545742454276,ok,0.18019170196011458,0.2801891332468324,0.1259955062904387,0.03173147007138602,0.5286467964222789,0.027286086757322033,0.045764849467088496,0.002094421446753314,0.04576484946717537,0.19598374827905754,0.04912715247336713,0.1650788069773028
GAOT,A,2,A-k2,log_lambda1_positive,ood,800,200,200,2.2672418969714236,2.4576481935426377,2.3967848588539282,0.03425591783120631,0.8642446105182168,0.7584701180458066,0.24044143385560046,ok,-0.09586303202350865,0.40058148690097195,0.15751619665682082,0.0899663920782795,0.7111965817236644,0.011747240163207582,0.057071222209659586,0.0032571244045169756,0.0570712222097706,0.10674261147062629,0.08974975449508961,0.011095901234601102
GAOT,A,2,A-k2,initial_rayleigh_quotient,all,1600,400,1600,9.663916100440069,39.04852027739478,19.594550100497294,5.72707233863774,0.8597194183245298,0.755379527807235,0.24320035837194195,ok,0.27333890223532886,0.029925694291614263,0.001035337397632141,0.02789029624112162,0.03196109234210691,6.760871695595834e-100,0.7047136654705122,0.49662135030088406,0.7047136654705113,1.8438886989488725e-240,0.9053305743478808,0.0
GAOT,A,2,A-k2,initial_rayleigh_quotient,iid,800,200,800,9.663916100440069,38.88365121351391,19.180059547420786,5.632207685053734,0.8551942261308428,0.7510429620742791,0.24599545742454276,ok,0.26327028951539394,0.030861423300171553,0.0015618026125252215,0.027781616417576642,0.033941230182766464,8.237289864924326e-49,0.7065900618764065,0.49926951554250665,0.7065900618764083,5.534788779282839e-122,0.9032623879099811,1.8509019701165005e-295
GAOT,A,2,A-k2,initial_rayleigh_quotient,ood,800,200,800,9.979632635603817,39.04852027739478,20.009040653573805,5.794304735317522,0.8642446105182168,0.7584701180458066,0.24044143385560046,ok,0.27925297454870446,0.02923636600563497,0.0013869545242196177,0.02650135195502379,0.031971380056246154,1.339482227596383e-52,0.7045558299725683,0.49639891754833443,0.7045558299725678,5.43142071333661e-121,0.9127349730233953,1.84444001892e-312
GAOT,A,2,A-k2,target_norm_retention,all,1600,400,1600,0.08394024928892163,0.7225126387866652,0.45501184297776304,0.21687702146741486,0.8597194183245298,0.755379527807235,0.24320035837194195,ok,1.2285527204230402,-0.8106015432141971,0.02541782552045933,-0.8605711402078207,-0.7606319462205735,8.455674199963683e-112,-0.722864264946195,0.522532745536202,-0.7228642649461943,8.254856457222116e-259,-0.9092758600686954,0.0
GAOT,A,2,A-k2,target_norm_retention,iid,800,200,800,0.08394024928892163,0.7206892913917543,0.45327157530405254,0.21835439625622652,0.8551942261308428,0.7510429620742791,0.24599545742454276,ok,1.22335799762869,-0.8122366183030212,0.03669791056495117,-0.8846033032018557,-0.7398699334041867,1.4663280209215284e-55,-0.720970371825495,0.5197982770501905,-0.7209703718254934,3.023061149571189e-129,-0.918893982646848,0.0
GAOT,A,2,A-k2,target_norm_retention,ood,800,200,800,0.0842743000456455,0.7225126387866652,0.4567521106514736,0.21551205537277981,0.8642446105182168,0.7584701180458066,0.24044143385560046,ok,1.2339253506531995,-0.8093684331479056,0.03522136884628387,-0.8788234419417569,-0.7399134243540544,6.76821564539298e-58,-0.7254517317772543,0.5262802151386141,-0.725451731777252,1.326766737499436e-131,-0.9252944692101082,0.0
