scope,task,protocol,degree,metric,median,mean,q25,q75,minimum,maximum
ood,B-k0,B,0,rho_q_error,-0.8742541941471784,-0.792771976987464,-0.8820895559993063,-0.8032756828526295,-0.9261539471155424,-0.41765200414375653
ood,B-k1,B,1,rho_q_error,-0.7803132543957101,-0.7060853454458523,-0.7911030525047696,-0.628742001940628,-0.9571243548818046,-0.34584330600516566
ood,B-k2,B,2,rho_q_error,-0.41403624849413834,-0.42584180600282195,-0.4606305224695664,-0.3711010251578518,-0.563855310711423,-0.3301717971434331
ood,C-k0,C,0,rho_q_error,-0.9106653447896014,-0.8233348294294212,-0.9206790967642138,-0.8861964628069733,-0.9509155639305688,-0.36570554016490653
ood,C-k1,C,1,rho_q_error,-0.44369246670697926,-0.38364545491477337,-0.7983622845504447,-0.12684598139997094,-0.9309999859374781,0.4543282333253646
ood,C-k2,C,2,rho_q_error,-0.6250045937571778,-0.6460627165042446,-0.8297193706552667,-0.5185156363525568,-0.9529134264272289,-0.29247673824490356
ood,D-k0,D,0,rho_q_error,-0.9180313758302748,-0.8440303031723487,-0.9484649526796136,-0.8917992938270216,-0.9643415927212388,-0.42211272986364046
ood,D-k1,D,1,rho_q_error,-0.7306040321938003,-0.6779757898059217,-0.7528914478772624,-0.5521912104550164,-0.9573432614738462,-0.3962625566602448
ood,D-k2,D,2,rho_q_error,-0.7515943149911173,-0.5967782019971907,-0.8771069759484,-0.4422584058725092,-0.9223868787294981,0.10299726249572266
all,A-k0,A,0,partial_rho_J_error_given_R,-0.019424641142354454,-0.03133268065681933,-0.03886388713916894,0.03346505741079264,-0.23423285139873612,0.07933472861879448
all,A-k1,A,1,partial_rho_J_error_given_R,0.13749338430352517,0.036855528890145595,-0.12460268578965539,0.25875056878507735,-0.488805245953032,0.34775006289530935
all,A-k2,A,2,partial_rho_J_error_given_R,-0.008786875513037258,-0.1364325787823721,-0.4136558968669779,0.09459349748107555,-0.646948424142185,0.26548531797987196
all,B-k0,B,0,partial_rho_J_error_given_R,-0.04679830615235769,-0.07438363234788703,-0.10027166848891274,-0.0062290746958299035,-0.2606861004499128,0.018783038812057742
all,B-k1,B,1,partial_rho_J_error_given_R,0.14620355782884947,0.0872334457946695,-0.012004039534657819,0.3387480984217276,-0.5341678685553839,0.4269717210355086
all,B-k2,B,2,partial_rho_J_error_given_R,-0.02306378890239548,-0.08550164486598712,-0.22268018564903164,0.10436890787774963,-0.49682603362345845,0.17231625332577236
all,C-k0,C,0,partial_rho_J_error_given_R,-0.03032874409187215,-0.04906543451553546,-0.08503189283501005,-0.008905792300458995,-0.22978743184141256,0.10108339705132138
